6,6,6,7,-1,-1,-1,-1,-1,-1,10,19,6,6,4,6,14,11,11,12,-1,-1,-1,5,14,12,-1,-1,-1,-1,5,6,6,6,6,6,6,6,6,6
6,6,6,7,-1,-1,-1,-1,-1,-1,-1,5,6,6,6,14,12,-1,-1,-1,-1,-1,-1,10,12,-1,-1,-1,-1,-1,10,19,6,4,6,6,6,6,6,6
6,6,14,12,-1,-1,-1,-1,-1,-1,-1,5,6,6,6,7,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,11,11,19,6,6,6,6
6,6,7,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,6,20,1,2,-1,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,19,6,6,6
6,6,7,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,6,4,6,20,1,21,6,20,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,6
6,6,20,2,-1,-1,-1,-1,-1,-1,-1,10,11,19,6,6,6,6,6,4,6,14,11,11,12,-1,-1,-1,-1,0,1,1,1,2,-1,-1,5,6,6,6
6,6,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,11,11,11,11,11,11,12,-1,-1,-1,-1,-1,-1,-1,10,11,19,6,7,-1,-1,5,6,6,6
6,6,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,12,-1,-1,5,6,6,6
6,6,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,21,6,6,6
6,6,6,20,2,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,6,6
6,6,6,6,20,1,21,4,20,1,2,-1,-1,-1,-1,-1,5,6,6,6,6,4,6,20,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,6,6
6,4,6,6,4,6,6,6,6,6,7,-1,-1,0,1,1,21,6,6,6,4,6,6,6,6,7,-1,-1,0,1,1,1,1,1,1,21,6,6,6,6
6,6,6,6,6,6,6,4,6,6,7,-1,-1,5,6,6,6,4,6,6,6,6,6,6,14,12,-1,-1,10,11,11,19,6,4,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,7,-1,-1,10,11,11,19,6,6,6,6,6,6,6,7,-1,-1,-1,-1,-1,-1,5,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,14,12,-1,-1,-1,-1,-1,10,11,19,6,6,6,6,14,12,-1,-1,-1,-1,-1,-1,5,6,6,6,6,6,6,6,6
